ticker,event_date,setup_type,adsh,company_name
RC,2025-03-03,s11_buyback_announcement,0001628280-25-009228,"Ready Capital Corp  (RC, RCB, RCC, RCD, RC-PC, RC-PE)  (CIK 0001527590)"
RCKY,2025-02-25,s11_buyback_announcement,0001437749-25-005058,"ROCKY BRANDS, INC.  (RCKY)  (CIK 0000895456)"
RCKY,2026-02-24,s11_buyback_announcement,0001437749-26-005341,"ROCKY BRANDS, INC.  (RCKY)  (CIK 0000895456)"
RDN,2023-02-09,s11_buyback_announcement,0001157523-23-000222,RADIAN GROUP INC  (RDN)  (CIK 0000890926)
REG,2023-02-10,s11_buyback_announcement,0000950170-23-002408,"REGENCY CENTERS CORP  (REG, REGCO, REGCP)  (CIK 0000910606)"
REG,2024-08-01,s11_buyback_announcement,0000950170-24-089334,"REGENCY CENTERS CORP  (REG, REGCO, REGCP)  (CIK 0000910606)"
REGN,2022-02-04,s11_buyback_announcement,0001804220-22-000004,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2023-02-03,s11_buyback_announcement,0001804220-23-000005,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2023-05-04,s11_buyback_announcement,0001804220-23-000015,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2024-05-02,s11_buyback_announcement,0001804220-24-000015,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2024-08-01,s11_buyback_announcement,0001804220-24-000026,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2025-04-29,s11_buyback_announcement,0001804220-25-000020,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
REGN,2026-04-29,s11_buyback_announcement,0000872589-26-000014,"REGENERON PHARMACEUTICALS, INC.  (REGN)  (CIK 0000872589)"
RGP,2024-10-21,s11_buyback_announcement,0001084765-24-000149,"RESOURCES CONNECTION, INC.  (RGP)  (CIK 0001084765)"
RLI,2026-05-14,s11_buyback_announcement,0001104659-26-060848,RLI CORP  (RLI)  (CIK 0000084246)
RM,2022-02-09,s11_buyback_announcement,0001564590-22-004410,Regional Management Corp.  (RM)  (CIK 0001519401)
RNST,2024-07-29,s11_buyback_announcement,0001193125-24-187608,RENASANT CORP  (RNST)  (CIK 0000715072)
RNST,2025-04-04,s11_buyback_announcement,0000715072-25-000123,RENASANT CORP  (RNST)  (CIK 0000715072)
RPRX,2025-02-11,s11_buyback_announcement,0001193125-25-023988,Royalty Pharma plc  (RPRX)  (CIK 0001802768)
RUSHA,2022-12-02,s11_buyback_announcement,0001437749-22-028345,"RUSH ENTERPRISES INC \TX\  (RUSHA, RUSHB)  (CIK 0001012019)"
RUSHA,2023-12-06,s11_buyback_announcement,0001437749-23-033734,"RUSH ENTERPRISES INC \TX\  (RUSHA, RUSHB)  (CIK 0001012019)"
RUSHA,2024-12-03,s11_buyback_announcement,0001437749-24-036578,"RUSH ENTERPRISES INC \TX\  (RUSHA, RUSHB)  (CIK 0001012019)"
RUSHA,2025-12-03,s11_buyback_announcement,0001437749-25-036807,"RUSH ENTERPRISES INC \TX\  (RUSHA, RUSHB)  (CIK 0001012019)"
RWAY,2024-08-08,s11_buyback_announcement,0000950170-24-093902,"Runway Growth Finance Corp.  (RWAY, RWAYL, RWAYZ)  (CIK 0001653384)"
RWT,2022-07-28,s11_buyback_announcement,0001628280-22-019704,"REDWOOD TRUST INC  (RWT, RWTN, RWTO, RWT-PA)  (CIK 0000930236)"
RYZ,2026-05-06,s11_buyback_announcement,0001193125-26-209039,Ryerson Holding Corp  (RYZ)  (CIK 0001481582)
SBFG,2022-12-23,s11_buyback_announcement,0001213900-22-082430,"SB FINANCIAL GROUP, INC.  (SBFG)  (CIK 0000767405)"
SBFG,2024-12-19,s11_buyback_announcement,0001213900-24-110525,"SB FINANCIAL GROUP, INC.  (SBFG)  (CIK 0000767405)"
SEG,2026-03-05,s11_buyback_announcement,0001104659-26-023682,Seaport Entertainment Group Inc.  (SEG)  (CIK 0002009684)
SFBC,2024-01-29,s11_buyback_announcement,0001541119-24-000004,"Sound Financial Bancorp, Inc.  (SFBC)  (CIK 0001541119)"
SFM,2022-03-03,s11_buyback_announcement,0000950170-22-002789,"Sprouts Farmers Market, Inc.  (SFM)  (CIK 0001575515)"
SFM,2024-05-23,s11_buyback_announcement,0001575515-24-000105,"Sprouts Farmers Market, Inc.  (SFM)  (CIK 0001575515)"
SFM,2025-08-19,s11_buyback_announcement,0001575515-25-000230,"Sprouts Farmers Market, Inc.  (SFM)  (CIK 0001575515)"
SFNC,2022-01-27,s11_buyback_announcement,0001171843-22-000548,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
SFNC,2022-04-28,s11_buyback_announcement,0001171843-22-002914,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
SFNC,2024-01-24,s11_buyback_announcement,0001193125-24-013592,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
SFNC,2026-02-17,s11_buyback_announcement,0001193125-26-054851,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
SGRY,2026-03-02,s11_buyback_announcement,0001638833-26-000006,"Surgery Partners, Inc.  (SGRY)  (CIK 0001638833)"
SHOE,2022-12-15,s11_buyback_announcement,0000950170-22-026611,SHOE CARNIVAL INC  (SCVL)  (CIK 0000895447)
SHOE,2023-12-18,s11_buyback_announcement,0000950170-23-070933,SHOE CARNIVAL INC  (SCVL)  (CIK 0000895447)
SHOE,2024-12-12,s11_buyback_announcement,0000950170-24-135589,SHOE CARNIVAL INC  (SCVL)  (CIK 0000895447)
SHOE,2025-12-12,s11_buyback_announcement,0001193125-25-316812,SHOE CARNIVAL INC  (SCVL)  (CIK 0000895447)
SIGI,2025-10-22,s11_buyback_announcement,0000230557-25-000022,"SELECTIVE INSURANCE GROUP INC  (SIGI, SIGIP)  (CIK 0000230557)"
SKIN,2022-09-27,s11_buyback_announcement,0001818093-22-000158,Beauty Health Co  (SKIN)  (CIK 0001818093)
SKY,2024-05-21,s11_buyback_announcement,0000950170-24-062895,Skyline Champion Corp  (SKY)  (CIK 0000090896)
SLAB,2022-02-02,s11_buyback_announcement,0001104659-22-010616,SILICON LABORATORIES INC.  (SLAB)  (CIK 0001038074)
SLM,2026-01-22,s11_buyback_announcement,0001032033-26-000003,"SLM Corp  (SLM, SLMBP)  (CIK 0001032033)"
SMBC,2026-01-22,s11_buyback_announcement,0001104659-26-005459,"SOUTHERN MISSOURI BANCORP, INC.  (SMBC)  (CIK 0000916907)"
SMBK,2026-01-30,s11_buyback_announcement,0001104659-26-008699,SMARTFINANCIAL INC.  (SMBK)  (CIK 0001038773)
SNAP,2024-10-29,s11_buyback_announcement,0001564408-24-000058,Snap Inc  (SNAP)  (CIK 0001564408)
SNAP,2025-11-05,s11_buyback_announcement,0001564408-25-000063,Snap Inc  (SNAP)  (CIK 0001564408)
SNAP,2026-02-04,s11_buyback_announcement,0001564408-26-000011,Snap Inc  (SNAP)  (CIK 0001564408)
SNDR,2023-02-01,s11_buyback_announcement,0001692063-23-000010,"Schneider National, Inc.  (SNDR)  (CIK 0001692063)"
SNDR,2026-01-28,s11_buyback_announcement,0001692063-26-000004,"Schneider National, Inc.  (SNDR)  (CIK 0001692063)"
SPB,2023-06-20,s11_buyback_announcement,0000109177-23-000030,"Spectrum Brands Holdings, Inc.  (SPB)  (CIK 0000109177)"
SPFI,2022-05-19,s11_buyback_announcement,0001140361-22-019973,"SOUTH PLAINS FINANCIAL, INC.  (SPFI)  (CIK 0001163668)"
SPFI,2023-05-05,s11_buyback_announcement,0001140361-23-023251,"SOUTH PLAINS FINANCIAL, INC.  (SPFI)  (CIK 0001163668)"
SPFI,2024-02-26,s11_buyback_announcement,0001140361-24-009525,"SOUTH PLAINS FINANCIAL, INC.  (SPFI)  (CIK 0001163668)"
SPFI,2025-02-25,s11_buyback_announcement,0001140361-25-005867,"SOUTH PLAINS FINANCIAL, INC.  (SPFI)  (CIK 0001163668)"
SPFI,2026-02-23,s11_buyback_announcement,0001140361-26-006370,"SOUTH PLAINS FINANCIAL, INC.  (SPFI)  (CIK 0001163668)"
SPGI,2025-11-13,s11_buyback_announcement,0000064040-25-000175,S&P Global Inc.  (SPGI)  (CIK 0000064040)
SRTS,2023-08-11,s11_buyback_announcement,0001213900-23-065938,"Sensus Healthcare, Inc.  (SRTS)  (CIK 0001494891)"
SSB,2026-01-22,s11_buyback_announcement,0001104659-26-005783,SouthState Bank Corp  (SSB)  (CIK 0000764038)
SSTI,2022-11-08,s11_buyback_announcement,0000950170-22-023311,"SHOTSPOTTER, INC  (SSTI)  (CIK 0001351636)"
SSTI,2022-11-14,s11_buyback_announcement,0000950170-22-024776,"SHOTSPOTTER, INC  (SSTI)  (CIK 0001351636)"
STEL,2022-09-22,s11_buyback_announcement,0001558370-22-014551,"CBTX, Inc.  (STEL)  (CIK 0001473844)"
STEL,2024-05-23,s11_buyback_announcement,0001473844-24-000017,"Stellar Bancorp, Inc.  (STEL)  (CIK 0001473844)"
STEL,2025-04-23,s11_buyback_announcement,0001473844-25-000028,"Stellar Bancorp, Inc.  (STEL)  (CIK 0001473844)"
STRL,2025-11-12,s11_buyback_announcement,0000874238-25-000138,"STERLING INFRASTRUCTURE, INC.  (STRL)  (CIK 0000874238)"
STRR,2025-09-12,s11_buyback_announcement,0001210708-25-000105,"Star Equity Holdings, Inc.  (HSON, HSONP)  (CIK 0001210708)"
STRR,2025-11-13,s11_buyback_announcement,0001210708-25-000126,"Star Equity Holdings, Inc.  (STRR, STRRP)  (CIK 0001210708)"
STRS,2022-09-02,s11_buyback_announcement,0000885508-22-000048,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2022-11-14,s11_buyback_announcement,0000885508-22-000056,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2023-03-31,s11_buyback_announcement,0000885508-23-000019,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2023-11-14,s11_buyback_announcement,0000885508-23-000053,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2024-03-28,s11_buyback_announcement,0000885508-24-000026,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2024-08-13,s11_buyback_announcement,0000885508-24-000057,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2024-11-13,s11_buyback_announcement,0000885508-24-000069,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2025-03-28,s11_buyback_announcement,0000885508-25-000020,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRS,2025-05-15,s11_buyback_announcement,0000885508-25-000042,STRATUS PROPERTIES INC  (STRS)  (CIK 0000885508)
STRT,2026-05-28,s11_buyback_announcement,0001193125-26-245261,STRATTEC SECURITY CORP  (STRT)  (CIK 0000933034)
SUIG,2025-09-15,s11_buyback_announcement,0001213900-25-087368,SUI Group Holdings Ltd.  (SUIG)  (CIK 0001425355)
SWBI,2023-09-20,s11_buyback_announcement,0001193125-23-238033,"SMITH & WESSON BRANDS, INC.  (SWBI)  (CIK 0001092796)"
SWBI,2024-09-05,s11_buyback_announcement,0001193125-24-214184,"SMITH & WESSON BRANDS, INC.  (SWBI)  (CIK 0001092796)"
SXI,2022-05-09,s11_buyback_announcement,0001437749-22-011430,STANDEX INTERNATIONAL CORP/DE/  (SXI)  (CIK 0000310354)
SYBT,2025-07-18,s11_buyback_announcement,0001437749-25-022957,"Stock Yards Bancorp, Inc.  (SYBT)  (CIK 0000835324)"
SYF,2026-04-21,s11_buyback_announcement,0001601712-26-000013,"Synchrony Financial  (SYF, SYF-PA, SYF-PB)  (CIK 0001601712)"
SYNA,2025-08-07,s11_buyback_announcement,0000817720-25-000066,SYNAPTICS Inc  (SYNA)  (CIK 0000817720)
TAP,2023-11-02,s11_buyback_announcement,0001157523-23-001617,"MOLSON COORS BEVERAGE CO  (TAP, TAP-A)  (CIK 0000024545)"
TAP,2024-02-13,s11_buyback_announcement,0001157523-24-000225,"MOLSON COORS BEVERAGE CO  (TAP, TAP-A)  (CIK 0000024545)"
TBCH,2025-05-08,s11_buyback_announcement,0000950170-25-067080,Turtle Beach Corp  (TBCH)  (CIK 0001493761)
TCBI,2022-04-20,s11_buyback_announcement,0001077428-22-000045,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBI,2023-01-18,s11_buyback_announcement,0001077428-23-000002,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBI,2024-01-18,s11_buyback_announcement,0001077428-24-000002,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBI,2025-01-23,s11_buyback_announcement,0001077428-25-000003,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBI,2025-12-02,s11_buyback_announcement,0001077428-25-000154,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBI,2026-01-22,s11_buyback_announcement,0001077428-26-000005,"TEXAS CAPITAL BANCSHARES INC/TX  (TCBI, TCBIO)  (CIK 0001077428)"
TCBS,2023-11-09,s11_buyback_announcement,0000943374-23-000444,"Texas Community Bancshares, Inc.  (TCBS)  (CIK 0001849466)"
TCBS,2025-02-27,s11_buyback_announcement,0001558370-25-001809,"Texas Community Bancshares, Inc.  (TCBS)  (CIK 0001849466)"
TCBS,2025-12-16,s11_buyback_announcement,0000943374-25-000515,"Texas Community Bancshares, Inc.  (TCBS)  (CIK 0001849466)"
TCBX,2025-06-17,s11_buyback_announcement,0000950170-25-087391,"Third Coast Bancshares, Inc.  (TCBX)  (CIK 0001781730)"
TDC,2025-11-18,s11_buyback_announcement,0001628280-25-052782,TERADATA CORP /DE/  (TDC)  (CIK 0000816761)
TDS,2025-11-07,s11_buyback_announcement,0001051512-25-000070,"TELEPHONE & DATA SYSTEMS INC /DE/  (TDS, TDS-PU, TDS-PV)  (CIK 0001051512)"
TDW,2024-02-29,s11_buyback_announcement,0001437749-24-006107,"TIDEWATER INC  (TDW, TDDWW, TDGMW, TDW-WT)  (CIK 0000098222)"
TDW,2025-02-27,s11_buyback_announcement,0001437749-25-005493,"TIDEWATER INC  (TDW, TDDWW, TDGMW)  (CIK 0000098222)"
TDW,2025-08-04,s11_buyback_announcement,0001437749-25-024633,"TIDEWATER INC  (TDW, TDDWW, TDGMW)  (CIK 0000098222)"
TDY,2024-04-24,s11_buyback_announcement,0001094285-24-000052,TELEDYNE TECHNOLOGIES INC  (TDY)  (CIK 0001094285)
TDY,2025-07-23,s11_buyback_announcement,0001094285-25-000120,TELEDYNE TECHNOLOGIES INC  (TDY)  (CIK 0001094285)
TEAD,2022-12-15,s11_buyback_announcement,0001454938-22-000026,Outbrain Inc.  (OB)  (CIK 0001454938)
TEAM,2024-10-31,s11_buyback_announcement,0001650372-24-000054,Atlassian Corp  (TEAM)  (CIK 0001650372)
TEAM,2025-10-30,s11_buyback_announcement,0001650372-25-000064,Atlassian Corp  (TEAM)  (CIK 0001650372)
TECH,2022-02-01,s11_buyback_announcement,0001437749-22-002038,BIO-TECHNE Corp  (TECH)  (CIK 0000842023)
TECH,2025-05-07,s11_buyback_announcement,0001558370-25-006594,BIO-TECHNE Corp  (TECH)  (CIK 0000842023)
TEX,2025-07-31,s11_buyback_announcement,0000097216-25-000136,TEREX CORP  (TEX)  (CIK 0000097216)
TFC,2025-12-16,s11_buyback_announcement,0001193125-25-320800,"TRUIST FINANCIAL CORP  (TFC, TFC-PI, TFC-PO, TFC-PR)  (CIK 0000092230)"
TFIN,2023-05-04,s11_buyback_announcement,0001628280-23-015487,"Triumph Financial, Inc.  (TFIN, TFINP)  (CIK 0001539638)"
TFIN,2023-07-20,s11_buyback_announcement,0001628280-23-025233,"Triumph Financial, Inc.  (TFIN, TFINP)  (CIK 0001539638)"
THRM,2024-06-05,s11_buyback_announcement,0001193125-24-155175,GENTHERM Inc  (THRM)  (CIK 0000903129)
TJX,2022-02-23,s11_buyback_announcement,0001157523-22-000235,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2022-05-18,s11_buyback_announcement,0001157523-22-000655,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2022-08-17,s11_buyback_announcement,0001157523-22-001130,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2022-11-16,s11_buyback_announcement,0001157523-22-001633,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2023-02-22,s11_buyback_announcement,0001157523-23-000327,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2023-05-17,s11_buyback_announcement,0001157523-23-000869,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2023-08-16,s11_buyback_announcement,0001157523-23-001335,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2023-11-15,s11_buyback_announcement,0001157523-23-001738,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2024-02-28,s11_buyback_announcement,0000109198-24-000010,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2024-05-22,s11_buyback_announcement,0000109198-24-000031,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2024-08-21,s11_buyback_announcement,0000109198-24-000044,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2024-11-20,s11_buyback_announcement,0000109198-24-000056,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2025-02-26,s11_buyback_announcement,0000109198-25-000006,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2025-05-21,s11_buyback_announcement,0000109198-25-000037,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2025-08-20,s11_buyback_announcement,0000109198-25-000051,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2025-11-19,s11_buyback_announcement,0000109198-25-000058,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2026-02-25,s11_buyback_announcement,0000109198-26-000004,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TJX,2026-05-20,s11_buyback_announcement,0000109198-26-000023,TJX COMPANIES INC /DE/  (TJX)  (CIK 0000109198)
TMP,2023-07-21,s11_buyback_announcement,0001005817-23-000007,TOMPKINS FINANCIAL CORP  (TMP)  (CIK 0001005817)
TMP,2025-07-25,s11_buyback_announcement,0001005817-25-000016,TOMPKINS FINANCIAL CORP  (TMP)  (CIK 0001005817)
TPR,2023-11-09,s11_buyback_announcement,0001140361-23-052466,"TAPESTRY, INC.  (TPR)  (CIK 0001116132)"
TREX,2023-05-08,s11_buyback_announcement,0001157523-23-000766,TREX CO INC  (TREX)  (CIK 0001069878)
TRGP,2023-05-04,s11_buyback_announcement,0000950170-23-017422,Targa Resources Corp.  (TRGP)  (CIK 0001389170)
TRGP,2024-08-01,s11_buyback_announcement,0000950170-24-088922,Targa Resources Corp.  (TRGP)  (CIK 0001389170)
TRGP,2025-08-07,s11_buyback_announcement,0001193125-25-174913,Targa Resources Corp.  (TRGP)  (CIK 0001389170)
TRMK,2022-12-06,s11_buyback_announcement,0000950170-22-026100,TRUSTMARK CORP  (TRMK)  (CIK 0000036146)
TRMK,2023-12-05,s11_buyback_announcement,0000950170-23-068201,TRUSTMARK CORP  (TRMK)  (CIK 0000036146)
TRMK,2024-12-03,s11_buyback_announcement,0000950170-24-132768,TRUSTMARK CORP  (TRMK)  (CIK 0000036146)
TRMK,2025-12-03,s11_buyback_announcement,0001193125-25-306957,TRUSTMARK CORP  (TRMK)  (CIK 0000036146)
TRN,2023-02-21,s11_buyback_announcement,0000099780-23-000010,TRINITY INDUSTRIES INC  (TRN)  (CIK 0000099780)
TRST,2025-12-19,s11_buyback_announcement,0001140361-25-046193,TRUSTCO BANK CORP N Y  (TRST)  (CIK 0000357301)
TRTX,2025-09-04,s11_buyback_announcement,0001193125-25-196146,"TPG RE Finance Trust, Inc.  (TRTX, TRTX-PC)  (CIK 0001630472)"
TRTX,2025-10-28,s11_buyback_announcement,0001630472-25-000031,"TPG RE Finance Trust, Inc.  (TRTX, TRTX-PC)  (CIK 0001630472)"
TRTX,2026-02-17,s11_buyback_announcement,0001630472-26-000005,"TPG RE Finance Trust, Inc.  (TRTX, TRTX-PC)  (CIK 0001630472)"
TTC,2022-12-13,s11_buyback_announcement,0001140361-22-045387,TORO CO  (TTC)  (CIK 0000737758)
